Operation,Max(MiB),Min(MiB),Mean(MiB),StdDev,Max(OPs),Min(OPs),Mean(OPs),StdDev,Mean(s),Test#,#Tasks,tPN,reps,fPP,reord,reordoff,reordrand,seed,segcnt,blksiz,xsize,aggs(MiB),API,RefNum,Used(GiB)
write,61.17,61.17,61.17,0.00,15659.21,15659.21,15659.21,0.00,8.37028,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,74.0198
write,61.03,61.03,61.03,0.00,15624.52,15624.52,15624.52,0.00,8.38887,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,74.7181
write,62.38,62.38,62.38,0.00,15968.51,15968.51,15968.51,0.00,8.20816,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,74.7181
write,59.26,59.26,59.26,0.00,15171.31,15171.31,15171.31,0.00,8.63947,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,75.4164
write,59.39,59.39,59.39,0.00,15203.07,15203.07,15203.07,0.00,8.62142,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,76.1147
write,63.29,63.29,63.29,0.00,16203.38,16203.38,16203.38,0.00,8.08918,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,76.1147
write,60.22,60.22,60.22,0.00,15416.81,15416.81,15416.81,0.00,8.50189,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,76.813
write,65.69,65.69,65.69,0.00,16816.74,16816.74,16816.74,0.00,7.79414,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,77.5113
write,59.29,59.29,59.29,0.00,15177.09,15177.09,15177.09,0.00,8.63618,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,78.2096
write,59.84,59.84,59.84,0.00,15318.44,15318.44,15318.44,0.00,8.55649,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,78.2096
write,59.06,59.06,59.06,0.00,15118.91,15118.91,15118.91,0.00,8.66941,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,78.9079
write,58.89,58.89,58.89,0.00,15075.39,15075.39,15075.39,0.00,8.69443,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,79.6062
write,60.77,60.77,60.77,0.00,15555.96,15555.96,15555.96,0.00,8.42584,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,79.6062
write,63.33,63.33,63.33,0.00,16212.57,16212.57,16212.57,0.00,8.08459,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,80.3045
write,60.63,60.63,60.63,0.00,15521.72,15521.72,15521.72,0.00,8.44443,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,81.0028
write,58.74,58.74,58.74,0.00,15037.19,15037.19,15037.19,0.00,8.71652,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,81.7011
write,60.56,60.56,60.56,0.00,15502.21,15502.21,15502.21,0.00,8.45505,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,81.7011
write,63.35,63.35,63.35,0.00,16218.03,16218.03,16218.03,0.00,8.08187,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,82.3994
write,59.92,59.92,59.92,0.00,15340.19,15340.19,15340.19,0.00,8.54435,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,83.0977
write,61.12,61.12,61.12,0.00,15647.38,15647.38,15647.38,0.00,8.37661,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,83.0977
write,61.20,61.20,61.20,0.00,15666.61,15666.61,15666.61,0.00,8.36633,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,83.796
write,60.24,60.24,60.24,0.00,15422.40,15422.40,15422.40,0.00,8.49881,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,84.4943
write,63.89,63.89,63.89,0.00,16354.66,16354.66,16354.66,0.00,8.01435,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,85.1926
write,62.62,62.62,62.62,0.00,16030.85,16030.85,16030.85,0.00,8.17623,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,85.1926
write,59.03,59.03,59.03,0.00,15111.84,15111.84,15111.84,0.00,8.67346,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,85.8909
write,64.08,64.08,64.08,0.00,16404.20,16404.20,16404.20,0.00,7.99015,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,86.5892
write,61.55,61.55,61.55,0.00,15757.25,15757.25,15757.25,0.00,8.31820,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,87.2875
write,61.89,61.89,61.89,0.00,15844.89,15844.89,15844.89,0.00,8.27219,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,87.2875
write,60.90,60.90,60.90,0.00,15590.40,15590.40,15590.40,0.00,8.40723,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,87.9858
write,60.17,60.17,60.17,0.00,15403.20,15403.20,15403.20,0.00,8.50940,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,88.6841
write,60.62,60.62,60.62,0.00,15519.96,15519.96,15519.96,0.00,8.44538,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,88.6841
write,59.00,59.00,59.00,0.00,15104.02,15104.02,15104.02,0.00,8.67795,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,89.3824
write,60.20,60.20,60.20,0.00,15411.14,15411.14,15411.14,0.00,8.50502,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,90.0807
write,60.03,60.03,60.03,0.00,15368.65,15368.65,15368.65,0.00,8.52853,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,90.779
write,63.12,63.12,63.12,0.00,16159.99,16159.99,16159.99,0.00,8.11089,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,90.779
write,60.54,60.54,60.54,0.00,15498.69,15498.69,15498.69,0.00,8.45697,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,91.4773
write,60.28,60.28,60.28,0.00,15430.82,15430.82,15430.82,0.00,8.49417,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,92.1756
write,60.38,60.38,60.38,0.00,15457.51,15457.51,15457.51,0.00,8.47950,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,92.1756
write,62.65,62.65,62.65,0.00,16037.58,16037.58,16037.58,0.00,8.17280,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,92.8739
write,61.00,61.00,61.00,0.00,15615.95,15615.95,15615.95,0.00,8.39347,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,93.5722
write,61.56,61.56,61.56,0.00,15760.33,15760.33,15760.33,0.00,8.31657,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,94.2705
write,59.80,59.80,59.80,0.00,15309.13,15309.13,15309.13,0.00,8.56169,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,94.2705
write,64.06,64.06,64.06,0.00,16398.82,16398.82,16398.82,0.00,7.99277,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,94.9688
write,60.75,60.75,60.75,0.00,15553.18,15553.18,15553.18,0.00,8.42734,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,95.6671
write,61.47,61.47,61.47,0.00,15736.32,15736.32,15736.32,0.00,8.32927,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,95.6671
write,63.49,63.49,63.49,0.00,16254.46,16254.46,16254.46,0.00,8.06376,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,96.3654
write,64.46,64.46,64.46,0.00,16501.17,16501.17,16501.17,0.00,7.94319,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,97.0637
write,63.47,63.47,63.47,0.00,16248.78,16248.78,16248.78,0.00,8.06657,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,97.762
write,62.17,62.17,62.17,0.00,15916.15,15916.15,15916.15,0.00,8.23516,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,97.762
write,59.24,59.24,59.24,0.00,15165.70,15165.70,15165.70,0.00,8.64266,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,98.4603
write,58.82,58.82,58.82,0.00,15057.78,15057.78,15057.78,0.00,8.70460,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,99.1586
write,63.16,63.16,63.16,0.00,16170.14,16170.14,16170.14,0.00,8.10581,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,99.8569
write,63.31,63.31,63.31,0.00,16207.52,16207.52,16207.52,0.00,8.08711,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,99.8569
write,60.04,60.04,60.04,0.00,15369.83,15369.83,15369.83,0.00,8.52787,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,100.555
write,64.55,64.55,64.55,0.00,16523.62,16523.62,16523.62,0.00,7.93240,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,101.253
write,64.96,64.96,64.96,0.00,16629.32,16629.32,16629.32,0.00,7.88198,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,101.253
write,64.40,64.40,64.40,0.00,16486.25,16486.25,16486.25,0.00,7.95038,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,101.952
write,64.35,64.35,64.35,0.00,16474.33,16474.33,16474.33,0.00,7.95614,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,102.65
write,63.66,63.66,63.66,0.00,16297.52,16297.52,16297.52,0.00,8.04245,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,103.348
write,60.20,60.20,60.20,0.00,15410.57,15410.57,15410.57,0.00,8.50533,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,103.348
write,60.79,60.79,60.79,0.00,15563.38,15563.38,15563.38,0.00,8.42182,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,104.047
write,60.44,60.44,60.44,0.00,15472.56,15472.56,15472.56,0.00,8.47126,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,104.745
write,65.44,65.44,65.44,0.00,16753.15,16753.15,16753.15,0.00,7.82372,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,104.745
write,59.30,59.30,59.30,0.00,15181.23,15181.23,15181.23,0.00,8.63382,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,105.443
write,59.43,59.43,59.43,0.00,15214.72,15214.72,15214.72,0.00,8.61481,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,106.142
write,60.63,60.63,60.63,0.00,15521.96,15521.96,15521.96,0.00,8.44430,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,106.84
write,59.70,59.70,59.70,0.00,15283.96,15283.96,15283.96,0.00,8.57579,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,106.84
write,60.61,60.61,60.61,0.00,15516.83,15516.83,15516.83,0.00,8.44709,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,107.538
write,59.55,59.55,59.55,0.00,15245.55,15245.55,15245.55,0.00,8.59739,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,108.236
write,58.85,58.85,58.85,0.00,15066.05,15066.05,15066.05,0.00,8.69983,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,108.236
write,69.83,69.83,69.83,0.00,17877.67,17877.67,17877.67,0.00,7.33160,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,108.935
write,61.05,61.05,61.05,0.00,15629.06,15629.06,15629.06,0.00,8.38643,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,109.633
write,57.92,57.92,57.92,0.00,14826.29,14826.29,14826.29,0.00,8.84051,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,110.331
write,66.42,66.42,66.42,0.00,17003.14,17003.14,17003.14,0.00,7.70869,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,110.331
write,59.45,59.45,59.45,0.00,15219.31,15219.31,15219.31,0.00,8.61222,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,111.03
write,62.63,62.63,62.63,0.00,16032.56,16032.56,16032.56,0.00,8.17536,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,111.728
write,61.68,61.68,61.68,0.00,15789.50,15789.50,15789.50,0.00,8.30121,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,111.728
write,64.50,64.50,64.50,0.00,16511.20,16511.20,16511.20,0.00,7.93837,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,112.426
write,58.74,58.74,58.74,0.00,15038.01,15038.01,15038.01,0.00,8.71605,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,113.125
write,60.11,60.11,60.11,0.00,15387.38,15387.38,15387.38,0.00,8.51815,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,113.823
write,60.35,60.35,60.35,0.00,15450.67,15450.67,15450.67,0.00,8.48326,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,113.823
write,61.62,61.62,61.62,0.00,15774.26,15774.26,15774.26,0.00,8.30923,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,114.521
write,63.13,63.13,63.13,0.00,16161.62,16161.62,16161.62,0.00,8.11008,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,115.219
write,60.77,60.77,60.77,0.00,15556.11,15556.11,15556.11,0.00,8.42575,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,115.918
write,61.95,61.95,61.95,0.00,15858.81,15858.81,15858.81,0.00,8.26493,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,115.918
write,65.69,65.69,65.69,0.00,16816.26,16816.26,16816.26,0.00,7.79436,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,116.616
write,63.08,63.08,63.08,0.00,16148.96,16148.96,16148.96,0.00,8.11644,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,117.314
write,60.31,60.31,60.31,0.00,15438.44,15438.44,15438.44,0.00,8.48998,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,117.314
write,64.38,64.38,64.38,0.00,16481.07,16481.07,16481.07,0.00,7.95288,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,118.013
write,62.96,62.96,62.96,0.00,16118.13,16118.13,16118.13,0.00,8.13196,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,118.711
write,63.37,63.37,63.37,0.00,16222.37,16222.37,16222.37,0.00,8.07971,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,119.409
write,66.30,66.30,66.30,0.00,16971.97,16971.97,16971.97,0.00,7.72285,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,119.409
write,63.31,63.31,63.31,0.00,16208.52,16208.52,16208.52,0.00,8.08661,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,120.108
write,58.82,58.82,58.82,0.00,15056.66,15056.66,15056.66,0.00,8.70525,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,120.806
write,64.80,64.80,64.80,0.00,16589.83,16589.83,16589.83,0.00,7.90075,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,120.806
write,61.58,61.58,61.58,0.00,15765.56,15765.56,15765.56,0.00,8.31382,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,121.504
write,62.42,62.42,62.42,0.00,15979.67,15979.67,15979.67,0.00,8.20242,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,122.203
write,63.31,63.31,63.31,0.00,16206.21,16206.21,16206.21,0.00,8.08777,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,122.901
write,61.30,61.30,61.30,0.00,15693.33,15693.33,15693.33,0.00,8.35208,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,122.901
write,59.16,59.16,59.16,0.00,15144.06,15144.06,15144.06,0.00,8.65501,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,123.599
write,63.27,63.27,63.27,0.00,16196.42,16196.42,16196.42,0.00,8.09265,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,124.297
write,63.83,63.83,63.83,0.00,16340.77,16340.77,16340.77,0.00,8.02116,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,124.297
write,61.72,61.72,61.72,0.00,15799.53,15799.53,15799.53,0.00,8.29594,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,124.996
write,59.71,59.71,59.71,0.00,15284.62,15284.62,15284.62,0.00,8.57542,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,125.694
write,62.03,62.03,62.03,0.00,15878.49,15878.49,15878.49,0.00,8.25469,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,126.392
write,60.62,60.62,60.62,0.00,15518.14,15518.14,15518.14,0.00,8.44637,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,126.392
write,60.47,60.47,60.47,0.00,15479.09,15479.09,15479.09,0.00,8.46768,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,127.091
write,65.20,65.20,65.20,0.00,16690.18,16690.18,16690.18,0.00,7.85324,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,127.789
write,61.58,61.58,61.58,0.00,15764.03,15764.03,15764.03,0.00,8.31462,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,128.487
write,67.39,67.39,67.39,0.00,17252.55,17252.55,17252.55,0.00,7.59726,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,128.487
write,63.90,63.90,63.90,0.00,16359.25,16359.25,16359.25,0.00,8.01210,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,129.185
write,60.23,60.23,60.23,0.00,15418.39,15418.39,15418.39,0.00,8.50102,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,129.884
write,59.58,59.58,59.58,0.00,15251.89,15251.89,15251.89,0.00,8.59382,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,129.884
write,64.07,64.07,64.07,0.00,16402.70,16402.70,16402.70,0.00,7.99088,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,129.884
write,63.48,63.48,63.48,0.00,16251.31,16251.31,16251.31,0.00,8.06532,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,130.582
write,59.72,59.72,59.72,0.00,15288.35,15288.35,15288.35,0.00,8.57332,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,131.28
write,64.27,64.27,64.27,0.00,16452.29,16452.29,16452.29,0.00,7.96679,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,131.979
write,61.07,61.07,61.07,0.00,15633.85,15633.85,15633.85,0.00,8.38386,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,131.979
write,58.98,58.98,58.98,0.00,15098.94,15098.94,15098.94,0.00,8.68088,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,132.677
write,57.65,57.65,57.65,0.00,14758.62,14758.62,14758.62,0.00,8.88105,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,133.375
write,58.62,58.62,58.62,0.00,15007.16,15007.16,15007.16,0.00,8.73396,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,133.375
write,61.93,61.93,61.93,0.00,15854.37,15854.37,15854.37,0.00,8.26725,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,134.074
write,57.35,57.35,57.35,0.00,14681.11,14681.11,14681.11,0.00,8.92793,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,134.772
write,64.46,64.46,64.46,0.00,16501.43,16501.43,16501.43,0.00,7.94307,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,135.47
write,58.18,58.18,58.18,0.00,14894.19,14894.19,14894.19,0.00,8.80021,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,135.47
write,59.11,59.11,59.11,0.00,15131.39,15131.39,15131.39,0.00,8.66226,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,136.168
write,64.22,64.22,64.22,0.00,16441.54,16441.54,16441.54,0.00,7.97200,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,136.867
write,59.80,59.80,59.80,0.00,15308.08,15308.08,15308.08,0.00,8.56228,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,136.867
write,60.28,60.28,60.28,0.00,15432.11,15432.11,15432.11,0.00,8.49346,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,137.565
write,64.44,64.44,64.44,0.00,16497.91,16497.91,16497.91,0.00,7.94476,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,138.263
write,64.40,64.40,64.40,0.00,16487.55,16487.55,16487.55,0.00,7.94975,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,138.962
write,63.37,63.37,63.37,0.00,16222.37,16222.37,16222.37,0.00,8.07971,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,138.962
write,58.82,58.82,58.82,0.00,15059.11,15059.11,15059.11,0.00,8.70384,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,139.66
write,62.38,62.38,62.38,0.00,15968.85,15968.85,15968.85,0.00,8.20798,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,140.358
write,57.29,57.29,57.29,0.00,14665.27,14665.27,14665.27,0.00,8.93758,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,141.057
write,61.22,61.22,61.22,0.00,15672.28,15672.28,15672.28,0.00,8.36330,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,141.057
write,60.79,60.79,60.79,0.00,15561.73,15561.73,15561.73,0.00,8.42272,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,141.755
write,63.47,63.47,63.47,0.00,16247.42,16247.42,16247.42,0.00,8.06725,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,142.453
write,62.33,62.33,62.33,0.00,15955.39,15955.39,15955.39,0.00,8.21490,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,142.453
write,60.26,60.26,60.26,0.00,15425.52,15425.52,15425.52,0.00,8.49709,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,143.151
write,61.44,61.44,61.44,0.00,15728.44,15728.44,15728.44,0.00,8.33344,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,143.85
write,58.72,58.72,58.72,0.00,15031.73,15031.73,15031.73,0.00,8.71969,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,144.548
write,58.71,58.71,58.71,0.00,15030.33,15030.33,15030.33,0.00,8.72050,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,144.548
write,62.10,62.10,62.10,0.00,15897.73,15897.73,15897.73,0.00,8.24470,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,145.246
write,57.93,57.93,57.93,0.00,14831.25,14831.25,14831.25,0.00,8.83755,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,145.945
write,58.40,58.40,58.40,0.00,14950.39,14950.39,14950.39,0.00,8.76713,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,145.945
write,59.41,59.41,59.41,0.00,15209.77,15209.77,15209.77,0.00,8.61762,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,146.643
write,63.32,63.32,63.32,0.00,16211.16,16211.16,16211.16,0.00,8.08530,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,147.341
write,62.85,62.85,62.85,0.00,16089.55,16089.55,16089.55,0.00,8.14640,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,148.04
write,61.81,61.81,61.81,0.00,15822.79,15822.79,15822.79,0.00,8.28375,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,148.04
write,62.74,62.74,62.74,0.00,16061.76,16061.76,16061.76,0.00,8.16050,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,148.738
write,61.82,61.82,61.82,0.00,15826.73,15826.73,15826.73,0.00,8.28169,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,149.436
write,64.28,64.28,64.28,0.00,16454.83,16454.83,16454.83,0.00,7.96557,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,149.436
write,63.19,63.19,63.19,0.00,16177.47,16177.47,16177.47,0.00,8.10213,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,150.135
write,58.28,58.28,58.28,0.00,14920.33,14920.33,14920.33,0.00,8.78479,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,150.833
write,58.47,58.47,58.47,0.00,14968.69,14968.69,14968.69,0.00,8.75641,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,151.531
write,63.87,63.87,63.87,0.00,16351.90,16351.90,16351.90,0.00,8.01571,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,151.531
write,62.83,62.83,62.83,0.00,16083.29,16083.29,16083.29,0.00,8.14958,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,152.229
write,61.20,61.20,61.20,0.00,15666.47,15666.47,15666.47,0.00,8.36640,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,152.928
write,58.14,58.14,58.14,0.00,14883.08,14883.08,14883.08,0.00,8.80678,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,152.928
write,61.81,61.81,61.81,0.00,15823.72,15823.72,15823.72,0.00,8.28326,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,153.626
write,63.97,63.97,63.97,0.00,16376.69,16376.69,16376.69,0.00,8.00357,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,153.626
write,63.48,63.48,63.48,0.00,16250.22,16250.22,16250.22,0.00,8.06586,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,154.324
write,64.30,64.30,64.30,0.00,16461.14,16461.14,16461.14,0.00,7.96251,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,155.023
