Operation,Max(MiB),Min(MiB),Mean(MiB),StdDev,Max(OPs),Min(OPs),Mean(OPs),StdDev,Mean(s),Test#,#Tasks,tPN,reps,fPP,reord,reordoff,reordrand,seed,segcnt,blksiz,xsize,aggs(MiB),API,RefNum,Used(GiB)
write,66.31,66.31,66.31,0.00,16976.45,16976.45,16976.45,0.00,7.72081,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,237.422
write,67.86,67.86,67.86,0.00,17371.99,17371.99,17371.99,0.00,7.54502,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,238.12
write,74.52,74.52,74.52,0.00,19075.96,19075.96,19075.96,0.00,6.87106,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,238.819
write,65.51,65.51,65.51,0.00,16770.02,16770.02,16770.02,0.00,7.81585,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,239.517
write,66.85,66.85,66.85,0.00,17113.04,17113.04,17113.04,0.00,7.65919,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,239.517
write,62.02,62.02,62.02,0.00,15878.03,15878.03,15878.03,0.00,8.25493,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,240.215
write,68.53,68.53,68.53,0.00,17544.65,17544.65,17544.65,0.00,7.47077,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,240.215
write,68.79,68.79,68.79,0.00,17610.23,17610.23,17610.23,0.00,7.44295,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,240.913
write,70.54,70.54,70.54,0.00,18058.99,18058.99,18058.99,0.00,7.25799,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,240.913
write,70.81,70.81,70.81,0.00,18128.31,18128.31,18128.31,0.00,7.23024,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,241.612
write,67.33,67.33,67.33,0.00,17237.09,17237.09,17237.09,0.00,7.60407,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,242.31
write,67.05,67.05,67.05,0.00,17165.08,17165.08,17165.08,0.00,7.63597,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,243.008
write,65.26,65.26,65.26,0.00,16705.78,16705.78,16705.78,0.00,7.84591,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,243.008
write,72.05,72.05,72.05,0.00,18445.76,18445.76,18445.76,0.00,7.10581,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,243.707
write,71.44,71.44,71.44,0.00,18288.47,18288.47,18288.47,0.00,7.16692,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,244.405
write,72.44,72.44,72.44,0.00,18544.97,18544.97,18544.97,0.00,7.06779,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,244.405
write,76.96,76.96,76.96,0.00,19701.62,19701.62,19701.62,0.00,6.65285,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,245.103
write,64.88,64.88,64.88,0.00,16609.97,16609.97,16609.97,0.00,7.89116,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,245.802
write,67.54,67.54,67.54,0.00,17291.22,17291.22,17291.22,0.00,7.58026,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,246.5
write,71.96,71.96,71.96,0.00,18421.59,18421.59,18421.59,0.00,7.11513,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,246.5
write,60.12,60.12,60.12,0.00,15389.67,15389.67,15389.67,0.00,8.51688,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,247.198
write,73.77,73.77,73.77,0.00,18883.86,18883.86,18883.86,0.00,6.94095,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,247.198
write,69.18,69.18,69.18,0.00,17710.02,17710.02,17710.02,0.00,7.40101,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,247.896
write,70.86,70.86,70.86,0.00,18139.08,18139.08,18139.08,0.00,7.22595,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,247.896
write,71.72,71.72,71.72,0.00,18359.16,18359.16,18359.16,0.00,7.13932,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,248.595
write,65.43,65.43,65.43,0.00,16749.06,16749.06,16749.06,0.00,7.82563,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,249.293
write,73.34,73.34,73.34,0.00,18776.24,18776.24,18776.24,0.00,6.98074,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,249.991
write,73.37,73.37,73.37,0.00,18783.43,18783.43,18783.43,0.00,6.97807,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,249.991
write,65.10,65.10,65.10,0.00,16664.47,16664.47,16664.47,0.00,7.86536,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,250.69
write,68.38,68.38,68.38,0.00,17504.93,17504.93,17504.93,0.00,7.48772,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,251.388
write,66.48,66.48,66.48,0.00,17019.87,17019.87,17019.87,0.00,7.70111,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,252.086
write,69.95,69.95,69.95,0.00,17907.59,17907.59,17907.59,0.00,7.31935,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,252.086
write,73.56,73.56,73.56,0.00,18831.60,18831.60,18831.60,0.00,6.96021,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,252.785
write,68.13,68.13,68.13,0.00,17442.32,17442.32,17442.32,0.00,7.51460,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,253.483
write,71.96,71.96,71.96,0.00,18422.57,18422.57,18422.57,0.00,7.11475,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,253.483
write,66.25,66.25,66.25,0.00,16959.55,16959.55,16959.55,0.00,7.72851,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,254.181
write,67.75,67.75,67.75,0.00,17343.71,17343.71,17343.71,0.00,7.55732,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,254.879
write,72.23,72.23,72.23,0.00,18490.69,18490.69,18490.69,0.00,7.08854,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,255.578
write,62.40,62.40,62.40,0.00,15973.32,15973.32,15973.32,0.00,8.20568,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,255.578
write,67.39,67.39,67.39,0.00,17252.01,17252.01,17252.01,0.00,7.59749,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,255.578
write,65.51,65.51,65.51,0.00,16769.35,16769.35,16769.35,0.00,7.81616,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,256.276
write,67.00,67.00,67.00,0.00,17152.13,17152.13,17152.13,0.00,7.64173,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,256.974
write,67.13,67.13,67.13,0.00,17186.23,17186.23,17186.23,0.00,7.62657,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,256.974
write,68.43,68.43,68.43,0.00,17517.42,17517.42,17517.42,0.00,7.48238,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,257.673
write,72.79,72.79,72.79,0.00,18635.41,18635.41,18635.41,0.00,7.03349,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,258.371
write,66.70,66.70,66.70,0.00,17076.03,17076.03,17076.03,0.00,7.67579,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,259.069
write,65.25,65.25,65.25,0.00,16703.21,16703.21,16703.21,0.00,7.84712,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,259.069
write,71.66,71.66,71.66,0.00,18344.30,18344.30,18344.30,0.00,7.14511,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,259.768
write,67.10,67.10,67.10,0.00,17177.09,17177.09,17177.09,0.00,7.63063,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,260.466
write,68.54,68.54,68.54,0.00,17547.50,17547.50,17547.50,0.00,7.46955,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,260.466
write,68.08,68.08,68.08,0.00,17428.31,17428.31,17428.31,0.00,7.52064,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,261.164
write,66.71,66.71,66.71,0.00,17078.02,17078.02,17078.02,0.00,7.67489,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,261.863
write,68.78,68.78,68.78,0.00,17606.71,17606.71,17606.71,0.00,7.44444,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,262.561
write,65.83,65.83,65.83,0.00,16851.65,16851.65,16851.65,0.00,7.77799,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,262.561
write,71.68,71.68,71.68,0.00,18351.35,18351.35,18351.35,0.00,7.14236,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,263.259
write,72.17,72.17,72.17,0.00,18475.16,18475.16,18475.16,0.00,7.09450,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,263.957
write,68.54,68.54,68.54,0.00,17545.55,17545.55,17545.55,0.00,7.47038,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,263.957
write,70.93,70.93,70.93,0.00,18158.21,18158.21,18158.21,0.00,7.21833,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,264.656
write,67.85,67.85,67.85,0.00,17368.96,17368.96,17368.96,0.00,7.54634,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,265.354
write,67.02,67.02,67.02,0.00,17156.75,17156.75,17156.75,0.00,7.63968,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,266.052
write,71.86,71.86,71.86,0.00,18396.19,18396.19,18396.19,0.00,7.12496,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,266.052
write,72.68,72.68,72.68,0.00,18607.08,18607.08,18607.08,0.00,7.04420,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,266.751
write,66.09,66.09,66.09,0.00,16919.85,16919.85,16919.85,0.00,7.74664,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,267.449
write,70.17,70.17,70.17,0.00,17963.22,17963.22,17963.22,0.00,7.29669,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,268.147
write,70.77,70.77,70.77,0.00,18117.66,18117.66,18117.66,0.00,7.23449,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,268.147
write,68.04,68.04,68.04,0.00,17418.36,17418.36,17418.36,0.00,7.52493,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,268.846
write,65.92,65.92,65.92,0.00,16874.64,16874.64,16874.64,0.00,7.76740,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,269.544
write,71.28,71.28,71.28,0.00,18248.15,18248.15,18248.15,0.00,7.18275,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,269.544
write,72.67,72.67,72.67,0.00,18603.68,18603.68,18603.68,0.00,7.04549,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,270.242
write,68.98,68.98,68.98,0.00,17659.45,17659.45,17659.45,0.00,7.42220,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,270.94
write,77.37,77.37,77.37,0.00,19805.61,19805.61,19805.61,0.00,6.61792,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,271.639
write,67.55,67.55,67.55,0.00,17293.77,17293.77,17293.77,0.00,7.57914,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,271.639
write,71.93,71.93,71.93,0.00,18414.61,18414.61,18414.61,0.00,7.11782,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,272.337
write,65.33,65.33,65.33,0.00,16724.16,16724.16,16724.16,0.00,7.83729,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,273.035
write,69.93,69.93,69.93,0.00,17901.39,17901.39,17901.39,0.00,7.32189,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,273.035
write,69.76,69.76,69.76,0.00,17858.22,17858.22,17858.22,0.00,7.33959,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,273.734
write,71.89,71.89,71.89,0.00,18404.01,18404.01,18404.01,0.00,7.12193,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,274.432
write,69.26,69.26,69.26,0.00,17731.20,17731.20,17731.20,0.00,7.39217,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,275.13
write,66.88,66.88,66.88,0.00,17121.22,17121.22,17121.22,0.00,7.65553,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,275.13
write,70.50,70.50,70.50,0.00,18047.27,18047.27,18047.27,0.00,7.26271,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,275.828
write,70.38,70.38,70.38,0.00,18016.41,18016.41,18016.41,0.00,7.27514,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,276.527
write,67.84,67.84,67.84,0.00,17367.31,17367.31,17367.31,0.00,7.54705,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,276.527
write,65.26,65.26,65.26,0.00,16706.13,16706.13,16706.13,0.00,7.84574,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,277.225
write,66.44,66.44,66.44,0.00,17008.97,17008.97,17008.97,0.00,7.70605,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,277.923
write,68.05,68.05,68.05,0.00,17420.84,17420.84,17420.84,0.00,7.52386,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,278.622
write,65.56,65.56,65.56,0.00,16783.07,16783.07,16783.07,0.00,7.80977,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,278.622
write,70.57,70.57,70.57,0.00,18066.83,18066.83,18066.83,0.00,7.25484,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,279.32
write,72.46,72.46,72.46,0.00,18550.23,18550.23,18550.23,0.00,7.06579,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,280.018
write,75.21,75.21,75.21,0.00,19252.54,19252.54,19252.54,0.00,6.80804,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,280.717
write,73.08,73.08,73.08,0.00,18708.31,18708.31,18708.31,0.00,7.00608,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,280.717
write,73.95,73.95,73.95,0.00,18931.25,18931.25,18931.25,0.00,6.92358,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,281.415
write,65.83,65.83,65.83,0.00,16851.59,16851.59,16851.59,0.00,7.77802,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,282.113
write,71.43,71.43,71.43,0.00,18285.48,18285.48,18285.48,0.00,7.16809,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,282.113
write,65.97,65.97,65.97,0.00,16889.33,16889.33,16889.33,0.00,7.76064,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,282.811
write,66.07,66.07,66.07,0.00,16913.09,16913.09,16913.09,0.00,7.74974,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,283.51
write,65.16,65.16,65.16,0.00,16680.65,16680.65,16680.65,0.00,7.85773,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,284.208
write,70.75,70.75,70.75,0.00,18112.11,18112.11,18112.11,0.00,7.23671,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,284.208
write,71.69,71.69,71.69,0.00,18353.43,18353.43,18353.43,0.00,7.14156,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,284.906
write,72.72,72.72,72.72,0.00,18616.54,18616.54,18616.54,0.00,7.04062,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,285.605
write,66.44,66.44,66.44,0.00,17008.43,17008.43,17008.43,0.00,7.70629,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,285.605
write,70.02,70.02,70.02,0.00,17924.40,17924.40,17924.40,0.00,7.31249,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,286.303
write,61.70,61.70,61.70,0.00,15794.27,15794.27,15794.27,0.00,8.29871,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,287.001
write,67.51,67.51,67.51,0.00,17283.05,17283.05,17283.05,0.00,7.58385,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,287.001
write,66.40,66.40,66.40,0.00,16998.66,16998.66,16998.66,0.00,7.71073,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,287.7
write,67.28,67.28,67.28,0.00,17224.06,17224.06,17224.06,0.00,7.60982,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,287.7
write,71.76,71.76,71.76,0.00,18369.57,18369.57,18369.57,0.00,7.13528,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,288.398
write,73.12,73.12,73.12,0.00,18718.52,18718.52,18718.52,0.00,7.00226,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,289.096
write,68.42,68.42,68.42,0.00,17515.76,17515.76,17515.76,0.00,7.48309,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,289.096
write,69.35,69.35,69.35,0.00,17752.72,17752.72,17752.72,0.00,7.38321,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,289.794
write,70.79,70.79,70.79,0.00,18123.27,18123.27,18123.27,0.00,7.23225,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,290.493
write,71.60,71.60,71.60,0.00,18330.64,18330.64,18330.64,0.00,7.15043,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,291.191
write,67.50,67.50,67.50,0.00,17279.29,17279.29,17279.29,0.00,7.58550,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,291.191
write,71.64,71.64,71.64,0.00,18339.32,18339.32,18339.32,0.00,7.14705,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,291.889
write,65.78,65.78,65.78,0.00,16839.20,16839.20,16839.20,0.00,7.78374,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,292.588
write,67.48,67.48,67.48,0.00,17274.54,17274.54,17274.54,0.00,7.58758,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,293.286
write,65.49,65.49,65.49,0.00,16764.23,16764.23,16764.23,0.00,7.81855,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,293.286
write,67.89,67.89,67.89,0.00,17379.65,17379.65,17379.65,0.00,7.54169,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,293.984
write,69.01,69.01,69.01,0.00,17667.43,17667.43,17667.43,0.00,7.41885,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,294.683
write,66.99,66.99,66.99,0.00,17148.28,17148.28,17148.28,0.00,7.64345,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,294.683
write,69.26,69.26,69.26,0.00,17730.79,17730.79,17730.79,0.00,7.39234,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,295.381
write,65.45,65.45,65.45,0.00,16756.05,16756.05,16756.05,0.00,7.82237,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,296.079
write,67.73,67.73,67.73,0.00,17339.02,17339.02,17339.02,0.00,7.55937,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,296.777
write,67.04,67.04,67.04,0.00,17161.92,17161.92,17161.92,0.00,7.63737,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,296.777
write,66.72,66.72,66.72,0.00,17079.08,17079.08,17079.08,0.00,7.67442,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,297.476
write,71.25,71.25,71.25,0.00,18238.87,18238.87,18238.87,0.00,7.18641,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,298.174
write,67.45,67.45,67.45,0.00,17267.49,17267.49,17267.49,0.00,7.59068,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,298.174
write,65.76,65.76,65.76,0.00,16833.79,16833.79,16833.79,0.00,7.78624,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,298.872
write,67.23,67.23,67.23,0.00,17209.62,17209.62,17209.62,0.00,7.61621,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,299.571
write,67.60,67.60,67.60,0.00,17305.20,17305.20,17305.20,0.00,7.57414,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,300.269
write,65.93,65.93,65.93,0.00,16878.28,16878.28,16878.28,0.00,7.76572,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,300.269
write,71.92,71.92,71.92,0.00,18412.21,18412.21,18412.21,0.00,7.11875,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,300.967
write,67.83,67.83,67.83,0.00,17365.02,17365.02,17365.02,0.00,7.54805,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,301.666
write,70.51,70.51,70.51,0.00,18050.10,18050.10,18050.10,0.00,7.26157,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,301.666
write,65.54,65.54,65.54,0.00,16777.11,16777.11,16777.11,0.00,7.81255,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,302.364
write,65.41,65.41,65.41,0.00,16745.73,16745.73,16745.73,0.00,7.82719,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,303.062
write,65.37,65.37,65.37,0.00,16733.88,16733.88,16733.88,0.00,7.83273,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,303.76
write,66.61,66.61,66.61,0.00,17052.81,17052.81,17052.81,0.00,7.68624,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,303.76
write,70.48,70.48,70.48,0.00,18042.14,18042.14,18042.14,0.00,7.26477,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,304.459
write,71.10,71.10,71.10,0.00,18200.82,18200.82,18200.82,0.00,7.20143,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,305.157
write,66.24,66.24,66.24,0.00,16957.33,16957.33,16957.33,0.00,7.72952,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,305.157
write,65.71,65.71,65.71,0.00,16822.85,16822.85,16822.85,0.00,7.79131,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,305.855
write,66.50,66.50,66.50,0.00,17024.55,17024.55,17024.55,0.00,7.69900,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,306.554
write,66.93,66.93,66.93,0.00,17134.75,17134.75,17134.75,0.00,7.64948,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,307.252
write,67.26,67.26,67.26,0.00,17217.71,17217.71,17217.71,0.00,7.61263,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,307.252
write,65.64,65.64,65.64,0.00,16805.07,16805.07,16805.07,0.00,7.79955,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,307.95
write,72.46,72.46,72.46,0.00,18550.86,18550.86,18550.86,0.00,7.06555,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,308.649
write,73.55,73.55,73.55,0.00,18829.66,18829.66,18829.66,0.00,6.96093,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,309.347
write,66.77,66.77,66.77,0.00,17092.72,17092.72,17092.72,0.00,7.66829,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,309.347
write,66.18,66.18,66.18,0.00,16941.74,16941.74,16941.74,0.00,7.73663,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,310.045
write,61.76,61.76,61.76,0.00,15810.84,15810.84,15810.84,0.00,8.29001,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,310.743
write,75.92,75.92,75.92,0.00,19436.25,19436.25,19436.25,0.00,6.74369,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,310.743
write,71.12,71.12,71.12,0.00,18207.61,18207.61,18207.61,0.00,7.19875,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,310.743
write,68.64,68.64,68.64,0.00,17570.92,17570.92,17570.92,0.00,7.45960,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,311.442
write,67.92,67.92,67.92,0.00,17387.73,17387.73,17387.73,0.00,7.53819,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,312.14
write,70.68,70.68,70.68,0.00,18093.77,18093.77,18093.77,0.00,7.24404,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,312.838
write,68.20,68.20,68.20,0.00,17459.13,17459.13,17459.13,0.00,7.50736,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,312.838
write,66.63,66.63,66.63,0.00,17058.27,17058.27,17058.27,0.00,7.68378,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,313.537
write,66.34,66.34,66.34,0.00,16984.12,16984.12,16984.12,0.00,7.71733,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,314.235
write,72.25,72.25,72.25,0.00,18495.77,18495.77,18495.77,0.00,7.08659,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,314.235
write,65.14,65.14,65.14,0.00,16675.91,16675.91,16675.91,0.00,7.85996,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,314.933
write,63.46,63.46,63.46,0.00,16245.33,16245.33,16245.33,0.00,8.06829,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,315.632
write,66.91,66.91,66.91,0.00,17129.30,17129.30,17129.30,0.00,7.65192,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,316.33
write,69.80,69.80,69.80,0.00,17868.28,17868.28,17868.28,0.00,7.33546,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,316.33
write,65.88,65.88,65.88,0.00,16865.79,16865.79,16865.79,0.00,7.77147,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,317.028
write,68.37,68.37,68.37,0.00,17503.04,17503.04,17503.04,0.00,7.48853,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,317.726
